7902_96592_000064_000000	"Because I want my liberty."	"Because I want my liberty."
7902_96592_000065_000000	"Not you.	"Not you.
7902_96592_000065_000001	Looks comf'table enough as you are.	Looks comf'table enough as you are.
7902_96592_000066_000000	"I told you, a fisher-boy!" cried Archy impatiently, but trying not to offend his visitor, who possessed the power of conferring freedom, by speaking sharply.	"I told you, a fisher boy!" cried Archy impatiently, but trying not to offend his visitor, who possessed the power of conferring freedom, by speaking sharply.
7902_96592_000067_000001	Look like a wild beast in a cage.	Look like a wild beast in a cage.
7902_96592_000067_000002	Like a monkey."	Like a monkey."
7902_96592_000068_000000	"You insolent--"	"You insolent-"
7902_96592_000070_000000	"It was your turn yesterday, it's mine to-day.	"It was your turn yesterday, it's mine to day.
7902_96592_000070_000001	What a game!	What a game!
7902_96592_000070_000002	You laughed and fleered at me when I was on the cutter's deck.	You laughed and fleered at me when I was on the cutter's deck.
7902_96592_000070_000005	Just like a big monkey in a show."	Just like a big monkey in a show."
7902_96592_000071_000000	"Look here, sir!" said Archy, losing his temper.	"Look here, sir!" said Archy, losing his temper.
7902_96592_000071_000001	"Gentlemen don't fight with low, common fellows like you, but if you do not come round and let me out, next time we meet I'll have a bit of rope's-end ready for you."	"Gentlemen don't fight with low, common fellows like you, but if you do not come round and let me out, next time we meet I'll have a bit of rope's end ready for you."
7902_96592_000072_000000	Ram showed his white teeth, as he burst out with a long, low fit of laughter.	Ram showed his white teeth, as he burst out with a long, low fit of laughter.
7902_96592_000073_000000	"You rope's-end me!" he said.	"You rope's end me!" he said.
7902_96592_000073_000001	"Why, I could tie you up in a knot, and heave you off the cliff any day.	"Why, I could tie you up in a knot, and heave you off the cliff any day.
7902_96592_000073_000002	What a game!	What a game!
7902_96592_000073_000005	Go back aboard, and put on your uniform.	Go back aboard, and put on your uniform.
7902_96592_000073_000006	Ha!	Ha!
7902_96592_000073_000007	Ha!	Ha!
7902_96592_000074_000000	"Once more; will you come and let me out?"	"Once more; will you come and let me out?"
7902_96592_000075_000000	"No. I'm going to keep you here till the gentlefolks get up, and then I'll bring 'em round to see the monkey in his cage, just like they do in the shows, when you pay a penny.	"no I'm going to keep you here till the gentlefolks get up, and then I'll bring 'em round to see the monkey in his cage, just like they do in the shows, when you pay a penny.
7902_96592_000075_000001	See you for nothing, middy.	See you for nothing, middy.
7902_96592_000075_000002	I say, where's your sword?	I say, where's your sword?
7902_96592_000075_000003	Why don't you draw it, and come out and fight? I'll fight you with a stick."	Why don't you draw it, and come out and fight? I'll fight you with a stick."
7902_96592_000077_000000	To his astonishment the boy did not flinch, but thrust his own arms through, placing them about the middy's waist, clenching his hands behind, and uttering a sharp whistle.	To his astonishment the boy did not flinch, but thrust his own arms through, placing them about the middy's waist, clenching his hands behind, and uttering a sharp whistle.
7902_96592_000078_000000	It was a trap, and the midshipman understood it now.	It was a trap, and the midshipman understood it now.
7902_96592_000079_000000	"Now a handkerchief," said the gruff voice.	"Now a handkerchief," said the gruff voice.
7902_96592_000079_000001	"Fold it wide.	"Fold it wide.
7902_96592_000079_000002	Be ready!"	Be ready!"
7902_96592_000080_000000	The midshipman gave his head a jerk, but the effort was vain, for the hand over his eyes gave place to a broad handkerchief, which was tightly tied behind, and then a fierce voice whispered in his ear,--	The midshipman gave his head a jerk, but the effort was vain, for the hand over his eyes gave place to a broad handkerchief, which was tightly tied behind, and then a fierce voice whispered in his ear,--
7902_96592_000081_000000	"Keep still, or you'll get your weasand slit.	"Keep still, or you'll get your weasand slit.
