filename,device
./dataset_libritts/6070/86744/6070_86744_000045_000001.wav,1
./dataset_libritts/6070/86744/6070_86744_000054_000003.wav,5
./dataset_libritts/6070/86744/6070_86744_000027_000001.wav,2
./dataset_libritts/6070/86744/6070_86744_000027_000000.wav,0
./dataset_libritts/6070/86744/6070_86744_000054_000002.wav,2
./dataset_libritts/6070/86744/6070_86744_000059_000001.wav,4
./dataset_libritts/6070/86744/6070_86744_000066_000003.wav,2
./dataset_libritts/6070/86744/6070_86744_000009_000000.wav,4
./dataset_libritts/6070/86744/6070_86744_000054_000006.wav,1
./dataset_libritts/6070/86744/6070_86744_000015_000000.wav,3
./dataset_libritts/6070/86744/6070_86744_000022_000000.wav,3
./dataset_libritts/6070/86744/6070_86744_000066_000002.wav,2
./dataset_libritts/6070/86744/6070_86744_000051_000000.wav,3
./dataset_libritts/6070/86744/6070_86744_000066_000000.wav,2
./dataset_libritts/6070/86744/6070_86744_000033_000000.wav,2
./dataset_libritts/6070/86744/6070_86744_000004_000000.wav,5
./dataset_libritts/6070/86744/6070_86744_000054_000005.wav,1
./dataset_libritts/6070/86744/6070_86744_000054_000004.wav,4
./dataset_libritts/6070/86744/6070_86744_000018_000000.wav,2
./dataset_libritts/6070/86744/6070_86744_000066_000001.wav,1
./dataset_libritts/6070/86744/6070_86744_000028_000000.wav,2
./dataset_libritts/6070/86744/6070_86744_000056_000000.wav,5
./dataset_libritts/6070/86744/6070_86744_000061_000000.wav,3
./dataset_libritts/6070/86744/6070_86744_000034_000000.wav,5
./dataset_libritts/6070/86744/6070_86744_000003_000000.wav,1
./dataset_libritts/6070/86744/6070_86744_000012_000000.wav,2
./dataset_libritts/6070/86744/6070_86744_000025_000000.wav,4
./dataset_libritts/6070/86744/6070_86744_000047_000000.wav,5
./dataset_libritts/6070/86744/6070_86744_000039_000000.wav,5
./dataset_libritts/6070/86744/6070_86744_000020_000000.wav,4
./dataset_libritts/6070/86744/6070_86744_000017_000000.wav,0
./dataset_libritts/6070/86744/6070_86744_000042_000000.wav,2
./dataset_libritts/6070/86744/6070_86744_000064_000001.wav,4
./dataset_libritts/6070/86744/6070_86744_000064_000000.wav,5
./dataset_libritts/6070/86744/6070_86744_000053_000000.wav,2
./dataset_libritts/6070/86744/6070_86744_000006_000000.wav,4
./dataset_libritts/6070/86744/6070_86744_000031_000000.wav,4
./dataset_libritts/6070/63485/6070_63485_000018_000000.wav,1
./dataset_libritts/6070/63485/6070_63485_000051_000001.wav,5
./dataset_libritts/6070/63485/6070_63485_000015_000001.wav,2
./dataset_libritts/6070/63485/6070_63485_000009_000000.wav,1
./dataset_libritts/6070/63485/6070_63485_000009_000001.wav,4
./dataset_libritts/6070/63485/6070_63485_000022_000000.wav,5
./dataset_libritts/6070/63485/6070_63485_000040_000000.wav,4
./dataset_libritts/6070/63485/6070_63485_000010_000001.wav,5
./dataset_libritts/6070/63485/6070_63485_000027_000001.wav,2
./dataset_libritts/6070/63485/6070_63485_000027_000000.wav,3
./dataset_libritts/6070/63485/6070_63485_000045_000000.wav,4
./dataset_libritts/6070/63485/6070_63485_000027_000002.wav,1
./dataset_libritts/6070/63485/6070_63485_000036_000001.wav,0
./dataset_libritts/6070/63485/6070_63485_000031_000001.wav,3
./dataset_libritts/6070/63485/6070_63485_000006_000000.wav,4
./dataset_libritts/6070/63485/6070_63485_000017_000002.wav,3
./dataset_libritts/6070/63485/6070_63485_000031_000000.wav,1
./dataset_libritts/6070/63485/6070_63485_000031_000002.wav,2
./dataset_libritts/6070/63485/6070_63485_000017_000001.wav,1
./dataset_libritts/6070/63485/6070_63485_000020_000001.wav,0
./dataset_libritts/6070/63485/6070_63485_000025_000000.wav,1
./dataset_libritts/6070/63485/6070_63485_000039_000000.wav,4
./dataset_libritts/6070/63485/6070_63485_000047_000001.wav,3
./dataset_libritts/6070/63485/6070_63485_000025_000001.wav,0
./dataset_libritts/6070/63485/6070_63485_000012_000001.wav,2
./dataset_libritts/6070/63485/6070_63485_000025_000003.wav,4
./dataset_libritts/6070/63485/6070_63485_000034_000001.wav,1
./dataset_libritts/6070/63485/6070_63485_000028_000000.wav,2
./dataset_libritts/6070/63485/6070_63485_000034_000000.wav,1
./dataset_libritts/6070/63485/6070_63485_000003_000000.wav,4
./dataset_libritts/6070/63485/6070_63485_000037_000003.wav,5
./dataset_libritts/6070/63485/6070_63485_000049_000002.wav,2
./dataset_libritts/6070/63485/6070_63485_000037_000002.wav,3
./dataset_libritts/6070/63485/6070_63485_000026_000000.wav,3
./dataset_libritts/6070/63485/6070_63485_000011_000000.wav,1
./dataset_libritts/6070/63485/6070_63485_000044_000000.wav,5
./dataset_libritts/6070/63485/6070_63485_000049_000001.wav,4
./dataset_libritts/6070/63485/6070_63485_000049_000000.wav,2
./dataset_libritts/6070/63485/6070_63485_000037_000001.wav,4
./dataset_libritts/6070/63485/6070_63485_000019_000001.wav,0
./dataset_libritts/6070/63485/6070_63485_000050_000000.wav,1
./dataset_libritts/6070/63485/6070_63485_000050_000001.wav,0
./dataset_libritts/6070/63485/6070_63485_000019_000000.wav,5
./dataset_libritts/6070/63485/6070_63485_000005_000002.wav,0
./dataset_libritts/6070/63485/6070_63485_000014_000000.wav,4
./dataset_libritts/6070/63485/6070_63485_000024_000000.wav,4
./dataset_libritts/6070/63485/6070_63485_000046_000000.wav,0
./dataset_libritts/6070/63485/6070_63485_000029_000000.wav,2
./dataset_libritts/6070/63485/6070_63485_000035_000000.wav,1
./dataset_libritts/6070/63485/6070_63485_000007_000000.wav,5
./dataset_libritts/6070/63485/6070_63485_000021_000000.wav,1
./dataset_libritts/6070/63485/6070_63485_000016_000000.wav,3
./dataset_libritts/6070/63485/6070_63485_000016_000001.wav,3
./dataset_libritts/6070/86745/6070_86745_000000_000001.wav,3
./dataset_libritts/6070/86745/6070_86745_000026_000001.wav,4
./dataset_libritts/6070/86745/6070_86745_000011_000000.wav,0
./dataset_libritts/6070/86745/6070_86745_000026_000000.wav,5
./dataset_libritts/6070/86745/6070_86745_000008_000000.wav,3
./dataset_libritts/6070/86745/6070_86745_000011_000004.wav,2
./dataset_libritts/6070/86745/6070_86745_000023_000000.wav,0
./dataset_libritts/6070/86745/6070_86745_000005_000002.wav,0
./dataset_libritts/6070/86745/6070_86745_000014_000000.wav,0
./dataset_libritts/6070/86745/6070_86745_000011_000005.wav,2
./dataset_libritts/6070/86745/6070_86745_000011_000007.wav,1
./dataset_libritts/6070/86745/6070_86745_000005_000000.wav,3
./dataset_libritts/6070/86745/6070_86745_000005_000001.wav,1
./dataset_libritts/6070/86745/6070_86745_000011_000006.wav,4
./dataset_libritts/6070/86745/6070_86745_000019_000000.wav,4
./dataset_libritts/6070/86745/6070_86745_000029_000000.wav,3
./dataset_libritts/6070/86745/6070_86745_000024_000003.wav,5
./dataset_libritts/6070/86745/6070_86745_000002_000015.wav,0
./dataset_libritts/6070/86745/6070_86745_000024_000002.wav,4
./dataset_libritts/6070/86745/6070_86745_000024_000000.wav,0
./dataset_libritts/6070/86745/6070_86745_000013_000000.wav,1
./dataset_libritts/6070/86745/6070_86745_000002_000016.wav,1
./dataset_libritts/6070/86745/6070_86745_000002_000003.wav,3
./dataset_libritts/6070/86745/6070_86745_000024_000001.wav,0
./dataset_libritts/6070/86745/6070_86745_000021_000000.wav,3
./dataset_libritts/6070/86745/6070_86745_000002_000007.wav,5
./dataset_libritts/6070/86745/6070_86745_000002_000013.wav,3
./dataset_libritts/6070/86745/6070_86745_000024_000004.wav,4
./dataset_libritts/6070/86745/6070_86745_000002_000006.wav,4
./dataset_libritts/6070/86745/6070_86745_000002_000005.wav,0
./dataset_libritts/6070/86745/6070_86745_000007_000000.wav,0
./dataset_libritts/6070/86745/6070_86745_000009_000000.wav,4
./dataset_libritts/6070/86745/6070_86745_000002_000008.wav,5
./dataset_libritts/6070/86745/6070_86745_000022_000000.wav,1
./dataset_libritts/6070/86745/6070_86745_000004_000000.wav,2
./dataset_libritts/6070/86745/6070_86745_000018_000000.wav,4
./dataset_libritts/6070/86745/6070_86745_000009_000002.wav,1
./dataset_libritts/6070/86745/6070_86745_000027_000001.wav,1
./dataset_libritts/6070/86745/6070_86745_000010_000000.wav,1
./dataset_libritts/6070/86745/6070_86745_000001_000002.wav,0
./dataset_libritts/6070/86745/6070_86745_000017_000000.wav,1
./dataset_libritts/6070/86745/6070_86745_000020_000000.wav,5
./dataset_libritts/6070/86745/6070_86745_000020_000001.wav,3
./dataset_libritts/6070/86745/6070_86745_000003_000005.wav,2
./dataset_libritts/6070/86745/6070_86745_000003_000000.wav,4
./dataset_libritts/6070/86745/6070_86745_000025_000002.wav,5
./dataset_libritts/6070/86745/6070_86745_000012_000000.wav,1
./dataset_libritts/7105/2330/7105_2330_000041_000000.wav,5
./dataset_libritts/7105/2330/7105_2330_000014_000000.wav,1
./dataset_libritts/7105/2330/7105_2330_000008_000000.wav,3
./dataset_libritts/7105/2330/7105_2330_000019_000000.wav,0
./dataset_libritts/7105/2330/7105_2330_000005_000001.wav,3
./dataset_libritts/7105/2330/7105_2330_000005_000000.wav,4
./dataset_libritts/7105/2330/7105_2330_000032_000000.wav,2
./dataset_libritts/7105/2330/7105_2330_000037_000000.wav,5
./dataset_libritts/7105/2330/7105_2330_000044_000000.wav,5
./dataset_libritts/7105/2330/7105_2330_000026_000000.wav,5
./dataset_libritts/7105/2330/7105_2330_000044_000001.wav,3
./dataset_libritts/7105/2330/7105_2330_000016_000001.wav,3
./dataset_libritts/7105/2330/7105_2330_000043_000000.wav,4
./dataset_libritts/7105/2330/7105_2330_000016_000000.wav,3
./dataset_libritts/7105/2330/7105_2330_000021_000000.wav,0
./dataset_libritts/7105/2330/7105_2330_000030_000000.wav,3
./dataset_libritts/7105/2330/7105_2330_000007_000000.wav,3
./dataset_libritts/7105/2330/7105_2330_000035_000000.wav,5
./dataset_libritts/7105/2330/7105_2330_000035_000001.wav,3
./dataset_libritts/7105/2330/7105_2330_000038_000000.wav,5
./dataset_libritts/7105/2330/7105_2330_000024_000000.wav,3
./dataset_libritts/7105/2330/7105_2330_000036_000001.wav,0
./dataset_libritts/7105/2330/7105_2330_000036_000000.wav,1
./dataset_libritts/7105/2330/7105_2330_000045_000000.wav,2
./dataset_libritts/7105/2330/7105_2330_000010_000000.wav,1
./dataset_libritts/7105/2330/7105_2330_000027_000000.wav,1
./dataset_libritts/7105/2330/7105_2330_000027_000001.wav,1
./dataset_libritts/7105/2330/7105_2330_000033_000002.wav,4
./dataset_libritts/7105/2330/7105_2330_000022_000000.wav,0
./dataset_libritts/7105/2330/7105_2330_000009_000000.wav,3
./dataset_libritts/7105/2330/7105_2330_000015_000001.wav,0
./dataset_libritts/7105/2330/7105_2330_000033_000001.wav,0
./dataset_libritts/7105/2330/7105_2330_000004_000001.wav,0
./dataset_libritts/7105/2330/7105_2330_000018_000000.wav,0
./dataset_libritts/7105/2330/7105_2330_000004_000000.wav,1
./dataset_libritts/7105/2330/7105_2330_000033_000000.wav,0
./dataset_libritts/7105/2330/7105_2330_000025_000002.wav,0
./dataset_libritts/7105/2330/7105_2330_000034_000000.wav,5
./dataset_libritts/7105/2330/7105_2330_000028_000001.wav,1
./dataset_libritts/7105/2330/7105_2330_000003_000003.wav,5
./dataset_libritts/7105/2330/7105_2330_000025_000001.wav,4
./dataset_libritts/7105/2330/7105_2330_000039_000000.wav,3
./dataset_libritts/7105/2330/7105_2330_000034_000002.wav,0
./dataset_libritts/7105/2330/7105_2330_000012_000000.wav,4
./dataset_libritts/7105/2330/7105_2330_000017_000001.wav,5
./dataset_libritts/7105/2330/7105_2330_000042_000000.wav,3
./dataset_libritts/7105/2330/7105_2330_000017_000000.wav,1
./dataset_libritts/7105/2330/7105_2330_000020_000000.wav,3
./dataset_libritts/7105/2330/7105_2330_000003_000007.wav,1
./dataset_libritts/7105/2330/7105_2330_000031_000000.wav,0
./dataset_libritts/7105/2330/7105_2330_000017_000002.wav,4
./dataset_libritts/7105/2330/7105_2330_000006_000000.wav,4
./dataset_libritts/7105/2330/7105_2330_000031_000001.wav,5
./dataset_libritts/7105/2330/7105_2330_000003_000010.wav,5
./dataset_libritts/7105/2340/7105_2340_000027_000001.wav,2
./dataset_libritts/7105/2340/7105_2340_000045_000000.wav,5
./dataset_libritts/7105/2340/7105_2340_000010_000000.wav,0
./dataset_libritts/7105/2340/7105_2340_000036_000001.wav,3
./dataset_libritts/7105/2340/7105_2340_000048_000000.wav,1
./dataset_libritts/7105/2340/7105_2340_000015_000002.wav,0
./dataset_libritts/7105/2340/7105_2340_000004_000000.wav,1
./dataset_libritts/7105/2340/7105_2340_000018_000000.wav,1
./dataset_libritts/7105/2340/7105_2340_000033_000001.wav,0
./dataset_libritts/7105/2340/7105_2340_000004_000001.wav,4
./dataset_libritts/7105/2340/7105_2340_000015_000001.wav,3
./dataset_libritts/7105/2340/7105_2340_000047_000000.wav,0
./dataset_libritts/7105/2340/7105_2340_000012_000001.wav,1
./dataset_libritts/7105/2340/7105_2340_000012_000003.wav,4
./dataset_libritts/7105/2340/7105_2340_000028_000000.wav,2
./dataset_libritts/7105/2340/7105_2340_000003_000000.wav,3
./dataset_libritts/7105/2340/7105_2340_000006_000001.wav,0
./dataset_libritts/7105/2340/7105_2340_000031_000000.wav,2
./dataset_libritts/7105/2340/7105_2340_000006_000000.wav,5
./dataset_libritts/7105/2340/7105_2340_000042_000000.wav,5
./dataset_libritts/7105/2340/7105_2340_000006_000002.wav,5
./dataset_libritts/7105/2340/7105_2340_000020_000000.wav,2
./dataset_libritts/7105/2340/7105_2340_000020_000001.wav,0
./dataset_libritts/7105/2340/7105_2340_000012_000004.wav,5
./dataset_libritts/7105/2340/7105_2340_000008_000003.wav,2
./dataset_libritts/7105/2340/7105_2340_000032_000000.wav,0
./dataset_libritts/7105/2340/7105_2340_000032_000001.wav,3
./dataset_libritts/7105/2340/7105_2340_000008_000002.wav,4
./dataset_libritts/7105/2340/7105_2340_000041_000000.wav,4
./dataset_libritts/7105/2340/7105_2340_000014_000000.wav,4
./dataset_libritts/7105/2340/7105_2340_000026_000001.wav,0
./dataset_libritts/7105/2340/7105_2340_000032_000006.wav,3
./dataset_libritts/7105/2340/7105_2340_000044_000002.wav,5
./dataset_libritts/7105/2340/7105_2340_000032_000005.wav,2
./dataset_libritts/7105/2340/7105_2340_000032_000004.wav,5
./dataset_libritts/7105/2340/7105_2340_000044_000003.wav,1
./dataset_libritts/7105/2340/7105_2340_000037_000001.wav,2
./dataset_libritts/7105/2340/7105_2340_000007_000001.wav,0
./dataset_libritts/7105/2340/7105_2340_000030_000001.wav,5
./dataset_libritts/7105/2340/7105_2340_000029_000004.wav,1
./dataset_libritts/7105/2340/7105_2340_000043_000000.wav,2
./dataset_libritts/7105/2340/7105_2340_000016_000000.wav,5
./dataset_libritts/7105/2340/7105_2340_000021_000000.wav,2
./dataset_libritts/7105/2340/7105_2340_000007_000003.wav,4
./dataset_libritts/7105/2340/7105_2340_000038_000001.wav,3
./dataset_libritts/7105/2340/7105_2340_000046_000000.wav,4
./dataset_libritts/7105/2340/7105_2340_000024_000000.wav,1
./dataset_libritts/7105/2340/7105_2340_000035_000002.wav,1
./dataset_libritts/7105/2340/7105_2340_000013_000000.wav,0
./dataset_libritts/7105/2340/7105_2340_000024_000001.wav,5
./dataset_libritts/7105/2340/7105_2340_000046_000001.wav,2
./dataset_libritts/7105/2340/7105_2340_000007_000006.wav,0
./dataset_libritts/7105/2340/7105_2340_000038_000000.wav,4
./dataset_libritts/7105/2340/7105_2340_000029_000002.wav,5
./dataset_libritts/7105/2340/7105_2340_000035_000001.wav,2
./dataset_libritts/7105/2340/7105_2340_000002_000000.wav,4
./dataset_libritts/7105/2340/7105_2340_000013_000002.wav,5
./dataset_libritts/7105/2340/7105_2340_000035_000000.wav,1
./dataset_libritts/7105/2340/7105_2340_000029_000001.wav,1
./dataset_libritts/533/1066/533_1066_000018_000000.wav,5
./dataset_libritts/533/1066/533_1066_000015_000003.wav,5
./dataset_libritts/533/1066/533_1066_000015_000002.wav,1
./dataset_libritts/533/1066/533_1066_000009_000001.wav,0
./dataset_libritts/533/1066/533_1066_000022_000000.wav,2
./dataset_libritts/533/1066/533_1066_000004_000002.wav,1
./dataset_libritts/533/1066/533_1066_000015_000000.wav,2
./dataset_libritts/533/1066/533_1066_000004_000003.wav,4
./dataset_libritts/533/1066/533_1066_000022_000001.wav,2
./dataset_libritts/533/1066/533_1066_000009_000000.wav,1
./dataset_libritts/533/1066/533_1066_000010_000000.wav,4
./dataset_libritts/533/1066/533_1066_000015_000004.wav,3
./dataset_libritts/533/1066/533_1066_000004_000004.wav,3
./dataset_libritts/533/1066/533_1066_000010_000002.wav,0
./dataset_libritts/533/1066/533_1066_000001_000000.wav,0
./dataset_libritts/533/1066/533_1066_000020_000002.wav,1
./dataset_libritts/533/1066/533_1066_000006_000000.wav,4
./dataset_libritts/533/1066/533_1066_000025_000000.wav,5
./dataset_libritts/533/1066/533_1066_000012_000000.wav,5
./dataset_libritts/533/1066/533_1066_000003_000001.wav,3
./dataset_libritts/533/1066/533_1066_000014_000002.wav,2
./dataset_libritts/533/1066/533_1066_000008_000000.wav,0
./dataset_libritts/533/1066/533_1066_000014_000001.wav,4
./dataset_libritts/533/1066/533_1066_000023_000001.wav,2
./dataset_libritts/533/1066/533_1066_000013_000000.wav,2
./dataset_libritts/533/1066/533_1066_000007_000000.wav,4
./dataset_libritts/533/1066/533_1066_000016_000003.wav,3
./dataset_libritts/533/131564/533_131564_000026_000000.wav,4
./dataset_libritts/533/131564/533_131564_000037_000002.wav,0
./dataset_libritts/533/131564/533_131564_000008_000000.wav,0
./dataset_libritts/533/131564/533_131564_000041_000000.wav,4
./dataset_libritts/533/131564/533_131564_000032_000000.wav,2
./dataset_libritts/533/131564/533_131564_000008_000003.wav,0
./dataset_libritts/533/131564/533_131564_000002_000001.wav,0
./dataset_libritts/533/131564/533_131564_000029_000000.wav,0
./dataset_libritts/533/131564/533_131564_000035_000000.wav,5
./dataset_libritts/533/131564/533_131564_000002_000000.wav,3
./dataset_libritts/533/131564/533_131564_000013_000000.wav,5
./dataset_libritts/533/131564/533_131564_000024_000000.wav,2
./dataset_libritts/533/131564/533_131564_000035_000002.wav,5
./dataset_libritts/533/131564/533_131564_000046_000000.wav,1
./dataset_libritts/533/131564/533_131564_000035_000003.wav,0
./dataset_libritts/533/131564/533_131564_000016_000000.wav,4
./dataset_libritts/533/131564/533_131564_000043_000000.wav,4
./dataset_libritts/533/131564/533_131564_000030_000001.wav,1
./dataset_libritts/533/131564/533_131564_000007_000000.wav,0
./dataset_libritts/533/131564/533_131564_000040_000001.wav,1
./dataset_libritts/533/131564/533_131564_000015_000000.wav,5
./dataset_libritts/533/131564/533_131564_000040_000000.wav,0
./dataset_libritts/533/131564/533_131564_000018_000001.wav,0
./dataset_libritts/533/131564/533_131564_000018_000000.wav,3
./dataset_libritts/533/131564/533_131564_000001_000000.wav,2
./dataset_libritts/533/131564/533_131564_000010_000000.wav,1
./dataset_libritts/533/131564/533_131564_000020_000000.wav,1
./dataset_libritts/533/131564/533_131564_000017_000000.wav,2
./dataset_libritts/533/131564/533_131564_000042_000001.wav,3
./dataset_libritts/533/131564/533_131564_000031_000001.wav,3
./dataset_libritts/533/131564/533_131564_000042_000003.wav,1
./dataset_libritts/533/131564/533_131564_000031_000000.wav,0
./dataset_libritts/533/131564/533_131564_000034_000000.wav,4
./dataset_libritts/533/131564/533_131564_000003_000000.wav,0
./dataset_libritts/533/131564/533_131564_000039_000001.wav,3
./dataset_libritts/533/131564/533_131564_000047_000000.wav,0
./dataset_libritts/533/131562/533_131562_000024_000000.wav,5
./dataset_libritts/533/131562/533_131562_000002_000003.wav,2
./dataset_libritts/533/131562/533_131562_000005_000000.wav,5
./dataset_libritts/533/131562/533_131562_000032_000001.wav,3
./dataset_libritts/533/131562/533_131562_000023_000000.wav,5
./dataset_libritts/533/131562/533_131562_000026_000001.wav,3
./dataset_libritts/533/131562/533_131562_000011_000000.wav,5
./dataset_libritts/533/131562/533_131562_000026_000000.wav,0
./dataset_libritts/533/131562/533_131562_000012_000000.wav,2
./dataset_libritts/533/131562/533_131562_000031_000005.wav,5
./dataset_libritts/533/131562/533_131562_000028_000001.wav,1
./dataset_libritts/533/131562/533_131562_000031_000000.wav,5
./dataset_libritts/533/131562/533_131562_000020_000000.wav,4
./dataset_libritts/533/131562/533_131562_000012_000004.wav,1
./dataset_libritts/533/131562/533_131562_000010_000001.wav,4
./dataset_libritts/533/131562/533_131562_000010_000000.wav,2
./dataset_libritts/533/131562/533_131562_000001_000000.wav,2
./dataset_libritts/533/131562/533_131562_000018_000000.wav,3
./dataset_libritts/533/131562/533_131562_000022_000000.wav,2
./dataset_libritts/533/131556/533_131556_000030_000000.wav,0
./dataset_libritts/533/131556/533_131556_000002_000004.wav,2
./dataset_libritts/533/131556/533_131556_000030_000001.wav,5
./dataset_libritts/533/131556/533_131556_000002_000002.wav,4
./dataset_libritts/533/131556/533_131556_000029_000000.wav,1
./dataset_libritts/533/131556/533_131556_000008_000000.wav,3
./dataset_libritts/533/131556/533_131556_000012_000001.wav,0
./dataset_libritts/533/131556/533_131556_000012_000000.wav,2
./dataset_libritts/533/131556/533_131556_000025_000000.wav,0
./dataset_libritts/533/131556/533_131556_000028_000000.wav,1
./dataset_libritts/533/131556/533_131556_000006_000000.wav,2
./dataset_libritts/533/131556/533_131556_000017_000000.wav,5
./dataset_libritts/533/131556/533_131556_000010_000000.wav,3
./dataset_libritts/533/131556/533_131556_000001_000003.wav,4
./dataset_libritts/533/131556/533_131556_000027_000001.wav,2
./dataset_libritts/533/131556/533_131556_000001_000000.wav,0
./dataset_libritts/533/131556/533_131556_000001_000005.wav,1
./dataset_libritts/533/131556/533_131556_000004_000000.wav,3
./dataset_libritts/533/131556/533_131556_000015_000000.wav,3
./dataset_libritts/533/131556/533_131556_000022_000000.wav,5
./dataset_libritts/533/131556/533_131556_000001_000006.wav,0
./dataset_libritts/533/131556/533_131556_000009_000000.wav,0
./dataset_libritts/3764/168670/3764_168670_000058_000000.wav,2
./dataset_libritts/3764/168670/3764_168670_000087_000009.wav,2
./dataset_libritts/3764/168670/3764_168670_000041_000004.wav,2
./dataset_libritts/3764/168670/3764_168670_000044_000001.wav,1
./dataset_libritts/3764/168670/3764_168670_000008_000004.wav,0
./dataset_libritts/3764/168670/3764_168670_000026_000000.wav,3
./dataset_libritts/3764/168670/3764_168670_000087_000008.wav,1
./dataset_libritts/3764/168670/3764_168670_000037_000000.wav,3
./dataset_libritts/3764/168670/3764_168670_000055_000000.wav,1
./dataset_libritts/3764/168670/3764_168670_000062_000000.wav,5
./dataset_libritts/3764/168670/3764_168670_000081_000000.wav,2
./dataset_libritts/3764/168670/3764_168670_000011_000003.wav,4
./dataset_libritts/3764/168670/3764_168670_000049_000000.wav,4
./dataset_libritts/3764/168670/3764_168670_000005_000000.wav,2
./dataset_libritts/3764/168670/3764_168670_000067_000000.wav,1
./dataset_libritts/3764/168670/3764_168670_000050_000000.wav,1
./dataset_libritts/3764/168670/3764_168670_000019_000001.wav,5
./dataset_libritts/3764/168670/3764_168670_000008_000003.wav,5
./dataset_libritts/3764/168670/3764_168670_000008_000002.wav,0
./dataset_libritts/3764/168670/3764_168670_000012_000008.wav,0
./dataset_libritts/3764/168670/3764_168670_000041_000003.wav,4
./dataset_libritts/3764/168670/3764_168670_000084_000000.wav,2
./dataset_libritts/3764/168670/3764_168670_000041_000001.wav,0
./dataset_libritts/3764/168670/3764_168670_000008_000000.wav,0
./dataset_libritts/3764/168670/3764_168670_000008_000001.wav,5
./dataset_libritts/3764/168670/3764_168670_000041_000000.wav,1
./dataset_libritts/3764/168670/3764_168670_000076_000000.wav,2
./dataset_libritts/3764/168670/3764_168670_000023_000000.wav,3
./dataset_libritts/3764/168670/3764_168670_000083_000003.wav,5
./dataset_libritts/3764/168670/3764_168670_000046_000000.wav,4
./dataset_libritts/3764/168670/3764_168670_000071_000000.wav,0
./dataset_libritts/3764/168670/3764_168670_000024_000000.wav,0
./dataset_libritts/3764/168670/3764_168670_000013_000000.wav,0
./dataset_libritts/3764/168670/3764_168670_000038_000000.wav,0
./dataset_libritts/3764/168670/3764_168670_000083_000002.wav,2
./dataset_libritts/3764/168670/3764_168670_000083_000000.wav,2
./dataset_libritts/3764/168670/3764_168670_000071_000003.wav,0
./dataset_libritts/3764/168670/3764_168670_000002_000000.wav,3
./dataset_libritts/3764/168670/3764_168670_000035_000000.wav,2
./dataset_libritts/3764/168670/3764_168670_000071_000002.wav,2
./dataset_libritts/3764/168670/3764_168670_000060_000000.wav,3
./dataset_libritts/3764/168670/3764_168670_000057_000000.wav,3
./dataset_libritts/3764/168670/3764_168670_000083_000001.wav,1
./dataset_libritts/3764/168670/3764_168670_000083_000005.wav,5
./dataset_libritts/3764/168670/3764_168670_000079_000000.wav,2
./dataset_libritts/3764/168670/3764_168670_000065_000001.wav,0
./dataset_libritts/3764/168670/3764_168670_000086_000000.wav,4
./dataset_libritts/3764/168670/3764_168670_000030_000000.wav,3
./dataset_libritts/3764/168670/3764_168670_000007_000000.wav,0
./dataset_libritts/3764/168670/3764_168670_000052_000000.wav,5
./dataset_libritts/3764/168670/3764_168670_000083_000004.wav,0
./dataset_libritts/3764/168670/3764_168670_000071_000005.wav,3
./dataset_libritts/3764/168670/3764_168670_000065_000002.wav,2
./dataset_libritts/3764/168670/3764_168670_000043_000000.wav,1
./dataset_libritts/3764/168670/3764_168670_000016_000000.wav,5
./dataset_libritts/3764/168670/3764_168670_000021_000000.wav,3
