3764_168671_000056_000000	"Shall we not make each other's acquaintance?" stammered Fauchelevent.	"Shall we not make each other's acquaintance?" stammered Fauchelevent.
3764_168671_000057_000000	"It is made.	"It is made.
3764_168671_000058_000001	He who empties his glass empties his heart.	He who empties his glass empties his heart.
3764_168671_000058_000003	Such a thing cannot be refused."	Such a thing cannot be refused."
3764_168671_000059_000000	"Business first."	"Business first."
3764_168671_000061_000000	They were only a few turns of the wheel distant from the small alley leading to the nuns' corner.	They were only a few turns of the wheel distant from the small alley leading to the nuns' corner.
3764_168671_000062_000000	The grave-digger resumed:--	The grave digger resumed:--
3764_168671_000063_000000	"Peasant, I have seven small children who must be fed.	"Peasant, I have seven small children who must be fed.
3764_168671_000063_000001	As they must eat, I cannot drink."	As they must eat, I cannot drink."
3764_168671_000064_000000	And he added, with the satisfaction of a serious man who is turning a phrase well:--	And he added, with the satisfaction of a serious man who is turning a phrase well:--
3764_168671_000065_000000	"Their hunger is the enemy of my thirst."	"Their hunger is the enemy of my thirst."
3764_168671_000066_000000	The hearse skirted a clump of cypress-trees, quitted the grand alley, turned into a narrow one, entered the waste land, and plunged into a thicket.	The hearse skirted a clump of cypress trees, quitted the grand alley, turned into a narrow one, entered the waste land, and plunged into a thicket.
3764_168671_000066_000001	This indicated the immediate proximity of the place of sepulture.	This indicated the immediate proximity of the place of sepulture.
3764_168671_000066_000003	Fortunately, the soil, which was light and wet with the winter rains, clogged the wheels and retarded its speed.	Fortunately, the soil, which was light and wet with the winter rains, clogged the wheels and retarded its speed.
3764_168671_000067_000000	He approached the grave-digger.	He approached the grave digger.
3764_168671_000069_000000	"Villager," retorted the man, "I ought not be a grave-digger.	"Villager," retorted the man, "I ought not be a grave digger.
3764_168671_000069_000002	He destined me for literature.	He destined me for literature.
3764_168671_000069_000003	But he had reverses.	But he had reverses.
3764_168671_000069_000004	He had losses on 'change.	He had losses on 'change.
3764_168671_000069_000005	I was obliged to renounce the profession of author.	I was obliged to renounce the profession of author.
