6128_63240_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	5.595	7.45	16
6128_63240_000013_000000	These words were spoken with much volubility by a fair, plump, smiling woman who entered a narrow drawing-room in which a visitor, kept waiting for a few moments, was already absorbed in a book.	These words were spoken with much volubility by a fair, plump, smiling woman who entered a narrow drawing room in which a visitor, kept waiting for a few moments, was already absorbed in a book.	true	60.95	73.09	16
6128_63240_000013_000001	The gentleman had not even needed to sit down to become interested: apparently he had taken up the volume from a table as soon as he came in, and, standing there, after a single glance round the apartment, had lost himself in its pages.	The gentleman had not even needed to sit down to become interested: apparently he had taken up the volume from a table as soon as he came in, and, standing there, after a single glance round the apartment, had lost himself in its pages.	false	73.64	87.91	16
6128_63240_000013_000002	He threw it down at the approach of Mrs. Luna, laughed, shook hands with her, and said in answer to her last remark, "You imply that you do tell fibs.	He threw it down at the approach of mrs Luna, laughed, shook hands with her, and said in answer to her last remark, "You imply that you do tell fibs.	true	88.37	98.17	17.755741
6128_63240_000013_000003	Perhaps that is one."	Perhaps that is one."	true	98.24	99.79	19.051888
6128_63240_000014_000000	"Oh no; there is nothing wonderful in my being glad to see you," Mrs. Luna rejoined, "when I tell you that I have been three long weeks in this unprevaricating city."	"Oh no; there is nothing wonderful in my being glad to see you," mrs Luna rejoined, "when I tell you that I have been three long weeks in this unprevaricating city."	false	100.55	110.83	15
6128_63240_000015_000000	"That has an unflattering sound for me," said the young man.	"That has an unflattering sound for me," said the young man.	true	111.68	115.54	15
6128_63240_000015_000001	"I pretend not to prevaricate."	"I pretend not to prevaricate."	true	115.76	118.06	17.059902
6128_63240_000016_000000	"Dear me, what's the good of being a Southerner?" the lady asked.	"Dear me, what's the good of being a Southerner?" the lady asked.	false	118.73	122.61	18.846106
6128_63240_000016_000001	"Olive told me to tell you she hoped you will stay to dinner.	"Olive told me to tell you she hoped you will stay to dinner.	false	122.61	125.86	16
6128_63240_000016_000002	And if she said it, she does really hope it.	And if she said it, she does really hope it.	true	126.14	128.77	18.757484
6128_63240_000016_000003	She is willing to risk that."	She is willing to risk that."	true	129.14	131.08	18
6128_63240_000017_000000	"Just as I am?" the visitor inquired, presenting himself with rather a work-a-day aspect.	"Just as I am?" the visitor inquired, presenting himself with rather a work a day aspect.	true	131.63	138.04	17.759457
6128_63240_000018_000000	Mrs. Luna glanced at him from head to foot, and gave a little smiling sigh, as if he had been a long sum in addition.	mrs Luna glanced at him from head to foot, and gave a little smiling sigh, as if he had been a long sum in addition.	true	139.34	146.65	16
6128_63240_000018_000001	And, indeed, he was very long, Basil Ransom, and he even looked a little hard and discouraging, like a column of figures, in spite of the friendly face which he bent upon his hostess's deputy, and which, in its thinness, had a deep dry line, a sort of premature wrinkle, on either side of the mouth.	And, indeed, he was very long, Basil Ransom, and he even looked a little hard and discouraging, like a column of figures, in spite of the friendly face which he bent upon his hostess's deputy, and which, in its thinness, had a deep dry line, a sort of premature wrinkle, on either side of the mouth.	true	147.14	168.58	17.565773
6128_63240_000018_000002	He was tall and lean, and dressed throughout in black; his shirt-collar was low and wide, and the triangle of linen, a little crumpled, exhibited by the opening of his waistcoat, was adorned by a pin containing a small red stone.	He was tall and lean, and dressed throughout in black; his shirt collar was low and wide, and the triangle of linen, a little crumpled, exhibited by the opening of his waistcoat, was adorned by a pin containing a small red stone.	true	169.25	184.39	18
6128_63240_000018_000003	In spite of this decoration the young man looked poor--as poor as a young man could look who had such a fine head and such magnificent eyes.	In spite of this decoration the young man looked poor-as poor as a young man could look who had such a fine head and such magnificent eyes.	true	185.06	193.93	16
6128_63240_000018_000004	Those of Basil Ransom were dark, deep, and glowing; his head had a character of elevation which fairly added to his stature; it was a head to be seen above the level of a crowd, on some judicial bench or political platform, or even on a bronze medal.	Those of Basil Ransom were dark, deep, and glowing; his head had a character of elevation which fairly added to his stature; it was a head to be seen above the level of a crowd, on some judicial bench or political platform, or even on a bronze medal.	false	194.45	212.2	18.163113
6128_63240_000018_000005	His forehead was high and broad, and his thick black hair, perfectly straight and glossy, and without any division, rolled back from it in a leonine manner.	His forehead was high and broad, and his thick black hair, perfectly straight and glossy, and without any division, rolled back from it in a leonine manner.	true	212.81	224.14	18.523142
6128_63240_000018_000006	These things, the eyes especially, with their smouldering fire, might have indicated that he was to be a great American statesman; or, on the other hand, they might simply have proved that he came from Carolina or Alabama.	These things, the eyes especially, with their smouldering fire, might have indicated that he was to be a great American statesman; or, on the other hand, they might simply have proved that he came from Carolina or Alabama.	false	224.96	239.35	17.354765
6128_63240_000018_000007	He came, in fact, from Mississippi, and he spoke very perceptibly with the accent of that country.	He came, in fact, from Mississippi, and he spoke very perceptibly with the accent of that country.	false	240.62	246.79	18.544298
6128_63240_000018_000008	It is not in my power to reproduce by any combination of characters this charming dialect; but the initiated reader will have no difficulty in evoking the sound, which is to be associated in the present instance with nothing vulgar or vain. This lean, pale, sallow, shabby, striking young man, with his superior head, his sedentary shoulders, his expression of bright grimness and hard enthusiasm, his provincial, distinguished appearance, is, as a representative of his sex, the most important personage in my narrative; he played a very active part in the events I have undertaken in some degree to set forth.	It is not in my power to reproduce by any combination of characters this charming dialect; but the initiated reader will have no difficulty in evoking the sound, which is to be associated in the present instance with nothing vulgar or vain. This lean, pale, sallow, shabby, striking young man, with his superior head, his sedentary shoulders, his expression of bright grimness and hard enthusiasm, his provincial, distinguished appearance, is, as a representative of his sex, the most important personage in my narrative; he played a very active part in the events I have undertaken in some degree to set forth.	false	247.7	289.42	18
6128_63240_000018_000009	And yet the reader who likes a complete image, who desires to read with the senses as well as with the reason, is entreated not to forget that he prolonged his consonants and swallowed his vowels, that he was guilty of elisions and interpolations which were equally unexpected, and that his discourse was pervaded by something sultry and vast, something almost African in its rich, basking tone, something that suggested the teeming expanse of the cotton-field.	And yet the reader who likes a complete image, who desires to read with the senses as well as with the reason, is entreated not to forget that he prolonged his consonants and swallowed his vowels, that he was guilty of elisions and interpolations which were equally unexpected, and that his discourse was pervaded by something sultry and vast, something almost African in its rich, basking tone, something that suggested the teeming expanse of the cotton field.	true	290.21	320.71	17.112003
6128_63240_000018_000010	Mrs. Luna looked up at all this, but saw only a part of it; otherwise she would not have replied in a bantering manner, in answer to his inquiry: "Are you ever different from this?" Mrs. Luna was familiar--intolerably familiar.	mrs Luna looked up at all this, but saw only a part of it; otherwise she would not have replied in a bantering manner, in answer to his inquiry: "Are you ever different from this?" mrs Luna was familiar-intolerably familiar.	true	321.62	339.34	16.899927
6128_63240_000019_000000	Basil Ransom coloured a little.	Basil Ransom coloured a little.	true	341.06	343.12	17
6128_63240_000019_000001	Then he said: "Oh yes; when I dine out I usually carry a six-shooter and a bowie-knife." And he took up his hat vaguely--a soft black hat with a low crown and an immense straight brim. Mrs. Luna wanted to know what he was doing.	Then he said: "Oh yes; when I dine out I usually carry a six shooter and a bowie knife." And he took up his hat vaguely-a soft black hat with a low crown and an immense straight brim. mrs Luna wanted to know what he was doing.	true	343.46	360.04	18.110828
6128_63240_000019_000002	She made him sit down; she assured him that her sister quite expected him, would feel as sorry as she could ever feel for anything--for she was a kind of fatalist, anyhow--if he didn't stay to dinner.	She made him sit down; she assured him that her sister quite expected him, would feel as sorry as she could ever feel for anything-for she was a kind of fatalist, anyhow-if he didn't stay to dinner.	true	360.23	371.77	17.328875
6128_63240_000019_000003	It was an immense pity--she herself was going out; in Boston you must jump at invitations.	It was an immense pity-she herself was going out; in Boston you must jump at invitations.	false	372.44	378.25	17.899448
6128_63240_000019_000004	Olive, too, was going somewhere after dinner, but he mustn't mind that; perhaps he would like to go with her.	Olive, too, was going somewhere after dinner, but he mustn't mind that; perhaps he would like to go with her.	false	378.5	384.16	17.856138
6128_63240_000019_000005	It wasn't a party--Olive didn't go to parties; it was one of those weird meetings she was so fond of.	It wasn't a party-Olive didn't go to parties; it was one of those weird meetings she was so fond of.	false	384.35	390.94	17
6128_63240_000020_000000	"What kind of meetings do you refer to?	"What kind of meetings do you refer to?	false	391.88	394.11	17.336973
6128_63240_000020_000001	You speak as if it were a rendezvous of witches on the Brocken."	You speak as if it were a rendezvous of witches on the Brocken."	false	394.11	397.15	14
6128_63240_000021_000000	"Well, so it is; they are all witches and wizards, mediums, and spirit-rappers, and roaring radicals."	"Well, so it is; they are all witches and wizards, mediums, and spirit rappers, and roaring radicals."	true	398.12	404.98	18.795652
6128_63240_000022_000000	Basil Ransom stared; the yellow light in his brown eyes deepened.	Basil Ransom stared; the yellow light in his brown eyes deepened.	true	405.92	410.85	17
6128_63240_000022_000001	"Do you mean to say your sister's a roaring radical?"	"Do you mean to say your sister's a roaring radical?"	false	410.85	414.25	18.03261
6128_63240_000023_000000	"A radical?	"A radical?	true	414.8	415.81	19.86092
6128_63240_000023_000001	She's a female Jacobin--she's a nihilist.	She's a female Jacobin-she's a nihilist.	true	415.82	419.11	18.692926
6128_63240_000023_000002	Whatever is, is wrong, and all that sort of thing.	Whatever is, is wrong, and all that sort of thing.	false	419.3	422.17	18.00334
6128_63240_000023_000003	If you are going to dine with her, you had better know it."	If you are going to dine with her, you had better know it."	true	422.51	425.5	15
6128_63240_000024_000000	"Oh, murder!" murmured the young man vaguely, sinking back in his chair with his arms folded.	"Oh, murder!" murmured the young man vaguely, sinking back in his chair with his arms folded.	true	425.99	432.69	15
6128_63240_000024_000001	He looked at Mrs. Luna with intelligent incredulity.	He looked at mrs Luna with intelligent incredulity.	false	432.69	436.87	14.362938
6128_63240_000024_000002	She was sufficiently pretty; her hair was in clusters of curls, like bunches of grapes; her tight bodice seemed to crack with her vivacity; and from beneath the stiff little plaits of her petticoat a small fat foot protruded, resting upon a stilted heel.	She was sufficiently pretty; her hair was in clusters of curls, like bunches of grapes; her tight bodice seemed to crack with her vivacity; and from beneath the stiff little plaits of her petticoat a small fat foot protruded, resting upon a stilted heel.	false	437.42	455.26	18.335503
6128_63240_000024_000003	She was attractive and impertinent, especially the latter.	She was attractive and impertinent, especially the latter.	true	456.02	459.84	17
6128_63240_000024_000004	He seemed to think it was a great pity, what she had told him; but he lost himself in this consideration, or, at any rate, said nothing for some time, while his eyes wandered over Mrs. Luna, and he probably wondered what body of doctrine _she_ represented, little as she might partake of the nature of her sister.	He seemed to think it was a great pity, what she had told him; but he lost himself in this consideration, or, at any rate, said nothing for some time, while his eyes wandered over mrs Luna, and he probably wondered what body of doctrine underscore she underscore represented, little as she might partake of the nature of her sister.	false	459.84	480.97	16.502382
6128_63240_000024_000005	Many things were strange to Basil Ransom; Boston especially was strewn with surprises, and he was a man who liked to understand. Mrs. Luna was drawing on her gloves; Ransom had never seen any that were so long; they reminded him of stockings, and he wondered how she managed without garters above the elbow.	Many things were strange to Basil Ransom; Boston especially was strewn with surprises, and he was a man who liked to understand. mrs Luna was drawing on her gloves; Ransom had never seen any that were so long; they reminded him of stockings, and he wondered how she managed without garters above the elbow.	false	482.12	503.56	16.927876
6128_63240_000024_000006	"Well, I suppose I might have known that," he continued, at last.	"Well, I suppose I might have known that," he continued, at last.	true	504.47	507.97	15.516317
6128_63240_000025_000000	"You might have known what?"	"You might have known what?"	true	508.1	509.41	20
6128_63240_000026_000000	"Well, that Miss Chancellor would be all that you say.	"Well, that Miss Chancellor would be all that you say.	true	509.9	512.89	18
6128_63240_000026_000001	She was brought up in the city of reform."	She was brought up in the city of reform."	true	513.02	516.36	15.240814
6128_63240_000027_000000	"Oh, it isn't the city; it's just Olive Chancellor.	"Oh, it isn't the city; it's just Olive Chancellor.	false	516.36	519.49	19.433481
6128_63240_000027_000001	She would reform the solar system if she could get hold of it.	She would reform the solar system if she could get hold of it.	false	519.77	522.76	17.920174
6128_63240_000027_000002	She'll reform you, if you don't look out.	She'll reform you, if you don't look out.	false	523.04	525.66	15.741301
6128_63240_000027_000003	That's the way I found her when I returned from Europe."	That's the way I found her when I returned from Europe."	true	525.66	528.34	16
6128_63240_000028_000000	"Have you been in Europe?" Ransom asked.	"Have you been in Europe?" Ransom asked.	true	529.04	531.61	19.65585
6128_63240_000029_000000	"Mercy, yes!	"Mercy, yes!	true	531.86	533.2	17.274574
6128_63240_000029_000001	Haven't you?"	Haven't you?"	false	533.27	535.11	17.643106
6128_63240_000030_000000	"No, I haven't been anywhere.	"No, I haven't been anywhere.	true	535.11	537.1	15
6128_63240_000030_000001	Has your sister?"	Has your sister?"	true	537.5	538.63	20.217802
6128_63240_000031_000000	"Yes; but she stayed only an hour or two.	"Yes; but she stayed only an hour or two.	false	539.27	542.49	17.767668
6128_63240_000031_000001	She hates it; she would like to abolish it.	She hates it; she would like to abolish it.	true	542.49	545.31	19.653511
6128_63240_000031_000002	Didn't you know I had been to Europe?" Mrs. Luna went on, in the slightly aggrieved tone of a woman who discovers the limits of her reputation.	Didn't you know I had been to Europe?" mrs Luna went on, in the slightly aggrieved tone of a woman who discovers the limits of her reputation.	false	545.31	554.68	18.29148
6128_63240_000032_000000	Ransom reflected he might answer her that until five minutes ago he didn't know she existed; but he remembered that this was not the way in which a Southern gentleman spoke to ladies, and he contented himself with saying that he must condone his Boeotian ignorance (he was fond of an elegant phrase); that he lived in a part of the country where they didn't think much about Europe, and that he had always supposed she was domiciled in New York.	Ransom reflected he might answer her that until five minutes ago he didn't know she existed; but he remembered that this was not the way in which a Southern gentleman spoke to ladies, and he contented himself with saying that he must condone his Boeotian ignorance (he was fond of an elegant phrase); that he lived in a part of the country where they didn't think much about Europe, and that he had always supposed she was domiciled in New York.	false	555.92	580.81	17
6128_63240_000032_000001	This last remark he made at a venture, for he had, naturally, not devoted any supposition whatever to Mrs. Luna.	This last remark he made at a venture, for he had, naturally, not devoted any supposition whatever to mrs Luna.	true	581.69	588.58	15
6128_63240_000032_000002	His dishonesty, however, only exposed him the more.	His dishonesty, however, only exposed him the more.	true	589.01	592.42	16
6128_63240_000033_000000	"If you thought I lived in New York, why in the world didn't you come and see me?" the lady inquired.	"If you thought I lived in New York, why in the world didn't you come and see me?" the lady inquired.	true	593.27	598.63	16
6128_63240_000034_000000	"Well, you see, I don't go out much, except to the courts."	"Well, you see, I don't go out much, except to the courts."	true	599.24	603.07	19.36887
6128_63240_000035_000000	"Do you mean the law-courts?	"Do you mean the law courts?	true	603.68	605.17	19.673975
6128_63240_000035_000001	Every one has got some profession over here!	Every one has got some profession over here!	false	605.63	608.31	17.475622
6128_63240_000035_000002	Are you very ambitious?	Are you very ambitious?	true	608.31	609.79	16.893858
6128_63240_000035_000003	You look as if you were."	You look as if you were."	true	610.07	611.53	19.923235
6128_63240_000036_000000	"Yes, very," Basil Ransom replied, with a smile, and the curious feminine softness with which Southern gentlemen enunciate that adverb.	"Yes, very," Basil Ransom replied, with a smile, and the curious feminine softness with which Southern gentlemen enunciate that adverb.	true	611.93	622.93	17.647768
6128_63240_000037_000000	Mrs. Luna explained that she had been living in Europe for several years--ever since her husband died--but had come home a month before, come home with her little boy, the only thing she had in the world, and was paying a visit to her sister, who, of course, was the nearest thing after the child.	mrs Luna explained that she had been living in Europe for several years-ever since her husband died-but had come home a month before, come home with her little boy, the only thing she had in the world, and was paying a visit to her sister, who, of course, was the nearest thing after the child.	false	623.24	640.06	17
6128_63240_000037_000001	"But it isn't the same," she said.	"But it isn't the same," she said.	true	640.4	642.36	17.122946
6128_63240_000037_000002	"Olive and I disagree so much."	"Olive and I disagree so much."	false	642.36	644.92	19.89588
6128_63240_000038_000000	"While you and your little boy don't," the young man remarked.	"While you and your little boy don't," the young man remarked.	true	645.5	649.66	17
6128_63240_000039_000000	"Oh no, I never differ from Newton!" And Mrs. Luna added that now she was back she didn't know what she should do.	"Oh no, I never differ from Newton!" And mrs Luna added that now she was back she didn't know what she should do.	true	649.85	657.43	18.633467
6128_63240_000039_000001	That was the worst of coming back; it was like being born again, at one's age--one had to begin life afresh.	That was the worst of coming back; it was like being born again, at one's age-one had to begin life afresh.	false	657.83	665.47	19.31035
6128_63240_000039_000002	One didn't even know what one had come back for. There were people who wanted one to spend the winter in Boston; but she couldn't stand that--she knew, at least, what she had not come back for. Perhaps she should take a house in Washington; did he ever hear of that little place?	One didn't even know what one had come back for. There were people who wanted one to spend the winter in Boston; but she couldn't stand that-she knew, at least, what she had not come back for. Perhaps she should take a house in Washington; did he ever hear of that little place?	false	665.63	682.39	18.042747
6128_63240_000039_000003	They had invented it while she was away.	They had invented it while she was away.	true	682.49	684.85	14
6128_63240_000039_000004	Besides, Olive didn't want her in Boston, and didn't go through the form of saying so. That was one comfort with Olive; she never went through any forms.	Besides, Olive didn't want her in Boston, and didn't go through the form of saying so. That was one comfort with Olive; she never went through any forms.	false	685.52	694.72	17.136465
6128_63240_000040_000000	Basil Ransom had got up just as Mrs. Luna made this last declaration; for a young lady had glided into the room, who stopped short as it fell upon her ears.	Basil Ransom had got up just as mrs Luna made this last declaration; for a young lady had glided into the room, who stopped short as it fell upon her ears.	true	696.2	706.78	17
6128_63240_000040_000001	She stood there looking, consciously and rather seriously, at Mr. Ransom; a smile of exceeding faintness played about her lips--it was just perceptible enough to light up the native gravity of her face.	She stood there looking, consciously and rather seriously, at mr Ransom; a smile of exceeding faintness played about her lips-it was just perceptible enough to light up the native gravity of her face.	true	707.57	722.8	19.524588
6128_63240_000040_000002	It might have been likened to a thin ray of moonlight resting upon the wall of a prison.	It might have been likened to a thin ray of moonlight resting upon the wall of a prison.	true	723.38	729.25	16
6128_63240_000041_000000	"If that were true," she said, "I shouldn't tell you that I am very sorry to have kept you waiting."	"If that were true," she said, "I shouldn't tell you that I am very sorry to have kept you waiting."	false	730.7	736.69	17.602648
6128_63240_000042_000000	Her voice was low and agreeable--a cultivated voice--and she extended a slender white hand to her visitor, who remarked with some solemnity (he felt a certain guilt of participation in Mrs. Luna's indiscretion) that he was intensely happy to make her acquaintance.	Her voice was low and agreeable-a cultivated voice-and she extended a slender white hand to her visitor, who remarked with some solemnity (he felt a certain guilt of participation in mrs Luna's indiscretion) that he was intensely happy to make her acquaintance.	false	737.33	754.36	17
6128_63240_000042_000001	He observed that Miss Chancellor's hand was at once cold and limp; she merely placed it in his, without exerting the smallest pressure.	He observed that Miss Chancellor's hand was at once cold and limp; she merely placed it in his, without exerting the smallest pressure.	false	754.88	763.3	18
6128_63240_000042_000002	Mrs. Luna explained to her sister that her freedom of speech was caused by his being a relation--though, indeed, he didn't seem to know much about them.	mrs Luna explained to her sister that her freedom of speech was caused by his being a relation-though, indeed, he didn't seem to know much about them.	true	764.24	772.78	15
6128_63240_000042_000003	She didn't believe he had ever heard of her, Mrs. Luna, though he pretended, with his Southern chivalry, that he had.	She didn't believe he had ever heard of her, mrs Luna, though he pretended, with his Southern chivalry, that he had.	true	773.06	779.68	12
6128_63240_000042_000004	She must be off to her dinner now, she saw the carriage was there, and in her absence Olive might give any version of her she chose.	She must be off to her dinner now, she saw the carriage was there, and in her absence Olive might give any version of her she chose.	false	780.41	788.38	17.770763
6128_63240_000043_000000	"I have told him you are a radical, and you may tell him, if you like, that I am a painted Jezebel.	"I have told him you are a radical, and you may tell him, if you like, that I am a painted Jezebel.	false	789.2	795	17.495882
6128_63240_000043_000001	Try to reform him; a person from Mississippi is sure to be all wrong.	Try to reform him; a person from Mississippi is sure to be all wrong.	true	795	799.15	15
6128_63240_000043_000002	I shall be back very late; we are going to a theatre-party; that's why we dine so early.	I shall be back very late; we are going to a theatre party; that's why we dine so early.	false	799.52	804.88	19
6128_63240_000043_000003	Good-bye, Mr. Ransom," Mrs. Luna continued, gathering up the feathery white shawl which added to the volume of her fairness.	Good bye, mr Ransom," mrs Luna continued, gathering up the feathery white shawl which added to the volume of her fairness.	true	805.19	812.32	14
6128_63240_000043_000004	"I hope you are going to stay a little, so that you may judge us for yourself.	"I hope you are going to stay a little, so that you may judge us for yourself.	false	812.48	816.46	19.753584
6128_63240_000043_000005	I should like you to see Newton, too; he is a noble little nature, and I want some advice about him.	I should like you to see Newton, too; he is a noble little nature, and I want some advice about him.	false	816.83	823.63	16.682085
6128_63240_000043_000006	You only stay to-morrow?	You only stay to morrow?	true	824.3	825.79	19
6128_63240_000043_000007	Why, what's the use of that?	Why, what's the use of that?	true	826.04	827.68	17.957348
6128_63240_000043_000008	Well, mind you come and see me in New York; I shall be sure to be part of the winter there.	Well, mind you come and see me in New York; I shall be sure to be part of the winter there.	true	827.93	832.93	16
6128_63240_000043_000009	I shall send you a card; I won't let you off.	I shall send you a card; I won't let you off.	false	833.15	836.05	19.631071
6128_63240_000043_000010	Don't come out; my sister has the first claim.	Don't come out; my sister has the first claim.	true	836.12	839.23	17.970852
6128_63240_000043_000011	Olive, why don't you take him to your female convention?" Mrs. Luna's familiarity extended even to her sister; she remarked to Miss Chancellor that she looked as if she were got up for a sea-voyage.	Olive, why don't you take him to your female convention?" mrs Luna's familiarity extended even to her sister; she remarked to Miss Chancellor that she looked as if she were got up for a sea voyage.	false	839.48	851.92	16.793606
6128_63240_000043_000012	"I am glad I haven't opinions that prevent my dressing in the evening!" she declared from the doorway.	"I am glad I haven't opinions that prevent my dressing in the evening!" she declared from the doorway.	true	852.47	857.56	12
6128_63240_000043_000013	"The amount of thought they give to their clothing, the people who are afraid of looking frivolous!"	"The amount of thought they give to their clothing, the people who are afraid of looking frivolous!"	false	857.78	871.23	15.243775
